GROUP A RESULTS


MAX COVERAGE RESULTS
----------------------------------------------------------------------------------------------------------------------------------------------
| contract                                      | blackbox             | greybox              | directed_greybox     | other_directed_greybox |
| 0x3f5fa71ea48ae374faae502afa2e27715484c3b7.sol | 42.86%               | 53.38% (+24.56%)     | 46.99% (+9.65%)      | 53.01% (+23.68%)     |
| 0xaa843f65872a25d6e9552ea0b360fb1d5e333124.sol | 41.70%               | 49.80% (+19.42%)     | 56.68% (+35.92%)     | 57.09% (+36.89%)     |
| 0x98b4ca8bd52e4ed1f28d3f30d9f567d1166c9483.sol | 41.44%               | 48.20% (+16.30%)     | 51.80% (+25.00%)     | 44.59% (+7.61%)      |
| 0xd01534f4564234a4579b1bc1f3413873b7b3d9d7.sol | 29.79%               | 47.23% (+58.57%)     | 47.66% (+60.00%)     | 44.68% (+50.00%)     |
| 0xe7d3e4413e29ae35b0893140f4500965c74365e5.sol | 33.91%               | 43.04% (+26.92%)     | 37.83% (+11.54%)     | 48.70% (+43.59%)     |
| 0x9488d07660eb7466b0269f043a19d9b5dfc914cc.sol | 51.85%               | 56.38% (+8.73%)      | 58.02% (+11.90%)     | 65.02% (+25.40%)     |
| 0x05cf67329a262818e67c080e9d511a34d36152c0.sol | 23.30%               | 23.30% (0.00%)       | 23.30% (0.00%)       | 23.30% (0.00%)       |
| 0xffe8196bc259e8dedc544d935786aa4709ec3e64.sol | 45.99%               | 52.32% (+13.76%)     | 52.32% (+13.76%)     | 51.90% (+12.84%)     |
| 0xee4458e052b533b1aabd493b5f8c4d85d7b263dc.sol | 46.11%               | 62.73% (+36.05%)     | 62.20% (+34.88%)     | 55.50% (+20.35%)     |
| 0xd53370acf66044910bb49cbcfe8f3cd020337f60.sol | 32.23%               | 29.67% (-7.94%)      | 29.41% (-8.73%)      | 36.32% (+12.70%)     |
| 0x3618516f45cd3c913f81f9987af41077932bc40d.sol | 38.91%               | 43.10% (+10.75%)     | 43.10% (+10.75%)     | 43.10% (+10.75%)     |
| 0x3e419b0401339df3564edfa3686d7f99354f134d.sol | 35.45%               | 50.91% (+43.59%)     | 53.18% (+50.00%)     | 53.18% (+50.00%)     |
| 0x100c2982e01679be991428448a7b8371af0cf478.sol | 42.37%               | 52.54% (+24.00%)     | 51.27% (+21.00%)     | 47.88% (+13.00%)     |
| 0x47da42696a866cdc61a4c809a515500a242909c1.sol | 44.66%               | 51.15% (+14.53%)     | 53.44% (+19.66%)     | 53.44% (+19.66%)     |
| 0xec6c861c2a2b1e5ff5336731bc80c29dbff88273.sol | 50.94%               | 55.06% (+8.09%)      | 55.43% (+8.82%)      | 56.18% (+10.29%)     |
| 0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3.sol | 45.90%               | 52.99% (+15.45%)     | 66.04% (+43.90%)     | 60.45% (+31.71%)     |
| 0x0651842ee1f973367138cd512709d81bf8a62217.sol | 40.00%               | 45.00% (+12.50%)     | 46.76% (+16.91%)     | 54.71% (+36.76%)     |
| 0xaa19961b6b858d9f18a115f25aa1d98abc1fdba8.sol | 35.66%               | 53.88% (+51.09%)     | 46.51% (+30.43%)     | 46.12% (+29.35%)     |
| 0x86ad632c36425f0e0af2fcd6f55c160e10c04b26.sol | 40.00%               | 50.37% (+25.93%)     | 55.56% (+38.89%)     | 43.33% (+8.33%)      |
| 0x445f51299ef3307dbd75036dd896565f5b4bf7a5.sol | 36.20%               | 37.22% (+2.80%)      | 42.28% (+16.78%)     | 44.81% (+23.78%)     |
----------------------------------------------------------------------------------------------------------------------------------------------
| AVERAGE                                       | 40.28%               | 46.51% (+15.47%)     | 46.40% (+15.20%)     | 46.15% (+14.58%)     |
----------------------------------------------------------------------------------------------------------------------------------------------


AVERAGE COVERAGE RESULTS
----------------------------------------------------------------------------------------------------------------------------------------------
| contract                                      | blackbox             | greybox              | directed_greybox     | other_directed_greybox |
----------------------------------------------------------------------------------------------------------------------------------------------
| 0xfeca834e7da9d437645b474450688da9327112a5.sol | 6.52%                | 6.87% (+5.41%)       | 6.61% (+1.37%)       | 6.83% (+4.75%)       |
| 0x13f1b7fdfbe1fc66676d56483e21b1ecb40b58e2.sol | 5.51%                | 5.92% (+7.32%)       | 5.96% (+8.03%)       | 6.31% (+14.49%)      |
| 0xd1f1c5ff90fb6f3b0d57f5f6ad4aaf7400f4b39b.sol | 5.44%                | 5.35% (-1.58%)       | 5.46% (+0.34%)       | 5.97% (+9.78%)       |
| 0xbb5ed1edeb5149af3ab43ea9c7a6963b3c1374f7.sol | 6.25%                | 6.32% (+1.12%)       | 6.35% (+1.73%)       | 6.32% (+1.20%)       |
| 0xe25b0bba01dc5630312b6a21927e578061a13f55.sol | 7.73%                | 7.87% (+1.88%)       | 8.07% (+4.40%)       | 7.37% (-4.66%)       |
| 0x5d48aca3954d288a5fea9fc374ac48a5dbf5fa6d.sol | 5.55%                | 5.48% (-1.25%)       | 5.45% (-1.80%)       | 5.48% (-1.31%)       |
| 0x5732046a883704404f284ce41ffadd5b007fd668.sol | 8.07%                | 7.81% (-3.21%)       | 7.96% (-1.43%)       | 8.17% (+1.21%)       |
| 0x4092678e4e78230f46a1534c0fbc8fa39780892b.sol | 7.87%                | 8.72% (+10.74%)      | 8.14% (+3.38%)       | 9.06% (+15.05%)      |
| 0xa1edc78199a6e56fd52f69cf7c10f67ded15185d.sol | 6.70%                | 6.95% (+3.73%)       | 7.06% (+5.39%)       | 7.25% (+8.17%)       |
| 0xfc79774fb9dedeea2325d0d5570554eddc4e6747.sol | 6.41%                | 6.62% (+3.29%)       | 6.52% (+1.83%)       | 6.74% (+5.15%)       |
| 0xe7d7b37e72510309db27c460378f957b1b04bd5d.sol | 7.05%                | 7.00% (-0.60%)       | 6.82% (-3.20%)       | 7.41% (+5.14%)       |
| 0x9002d4485b7594e3e850f0a206713b305113f69e.sol | 5.91%                | 5.75% (-2.69%)       | 5.56% (-5.84%)       | 5.64% (-4.49%)       |
| 0x7f6f3012373b4fc7c33812402a880407eeac317c.sol | 5.19%                | 5.38% (+3.65%)       | 5.02% (-3.26%)       | 5.69% (+9.62%)       |
| 0x5301eae39a4cba1cc2a74e861fded062ca3e3420.sol | 7.13%                | 7.16% (+0.36%)       | 7.08% (-0.74%)       | 7.20% (+0.85%)       |
| 0x9e96604445ec19ffed9a5e8dd7b50a29c899a10c.sol | 6.56%                | 6.02% (-8.22%)       | 6.73% (+2.53%)       | 6.82% (+3.93%)       |
| 0x093e5c256ff8b32c7f1377f4c20e331674c77f00.sol | 10.90%               | 10.47% (-3.95%)      | 10.72% (-1.69%)      | 10.62% (-2.55%)      |
| 0xf1c9ee019ae6efbaac06d3c08b1cbaa59b1ecb48.sol | 6.26%                | 0.00% (-100.00%)     | 6.49% (+3.63%)       | 5.94% (-5.09%)       |
| 0xcf9fbffec9e0e5bbc62e79bf1965f5db76955661.sol | 7.05%                | 7.18% (+1.91%)       | 6.90% (-2.03%)       | 7.16% (+1.66%)       |
| 0x454b9f249bc1492ee995793bbc3e57b830f1a5e9.sol | 6.68%                | 6.86% (+2.64%)       | 6.84% (+2.40%)       | 6.94% (+3.95%)       |
| 0xa8daa52ded91f7c82b4bb02b4b87c6a841db1fd5.sol | 5.59%                | 5.44% (-2.68%)       | 5.63% (+0.69%)       | 5.49% (-1.71%)       |
| 0x041fe8df8b4aaa868941eb877952f17babe57da5.sol | 5.40%                | 5.46% (+1.21%)       | 5.57% (+3.19%)       | 5.50% (+1.83%)       |
| 0x61245b6a6678f3158a37ab2c5e52369b9f452318.sol | 6.96%                | 6.96% (+0.10%)       | 6.83% (-1.88%)       | 6.83% (-1.82%)       |
| 0x123ab195dd38b1b40510d467a6a359b201af056f.sol | 6.28%                | 6.76% (+7.51%)       | 6.73% (+7.16%)       | 7.26% (+15.47%)      |
| 0x6ff73ee2255c30e072d35598f9b06795122d4e64.sol | 6.23%                | 6.32% (+1.32%)       | 6.54% (+4.93%)       | 6.47% (+3.76%)       |
| 0x3e65e1eefde5ea7ccfc9a9a1634abe90f32262f8.sol | 6.61%                | 6.50% (-1.57%)       | 6.50% (-1.54%)       | 6.69% (+1.30%)       |
| 0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098.sol | 7.48%                | 7.28% (-2.67%)       | 7.43% (-0.63%)       | 7.42% (-0.77%)       |
| 0x039f5050de4908f9b5ddf40a4f3aa3f329086387.sol | 7.43%                | 7.39% (-0.52%)       | 7.63% (+2.70%)       | 7.51% (+1.05%)       |
| 0x3930e4ddb4d24ef2f4cb54c1f009a3694b708428.sol | 8.32%                | 8.83% (+6.10%)       | 8.89% (+6.81%)       | 9.13% (+9.79%)       |
| 0xf2956001f8cf0ff7ec7742a32f2040c81c65d4f2.sol | 7.91%                | 8.20% (+3.65%)       | 8.08% (+2.09%)       | 8.44% (+6.66%)       |
| 0x490c95be16384e1f28b9e864e98ffecfcbff386d.sol | 7.98%                | 8.31% (+4.13%)       | 8.29% (+3.90%)       | 8.28% (+3.76%)       |
| 0x684e2dcb12bb755237e07242529c82f78a84ea61.sol | 6.58%                | 6.70% (+1.89%)       | 6.47% (-1.65%)       | 6.65% (+1.05%)       |
| 0x5f6e7fb7fe92ea7822472bb0e8f1be60d6a4ea50.sol | 7.57%                | 7.37% (-2.61%)       | 7.54% (-0.35%)       | 7.71% (+1.82%)       |
| 0x217fdc3f4f5061bf75a0c1c8515c8330926277da.sol | 7.31%                | 7.23% (-1.16%)       | 7.21% (-1.41%)       | 7.52% (+2.87%)       |
| 0xf1ec455e3ea962dc2840138ba5780a3853a8fc6d.sol | 7.37%                | 7.29% (-1.07%)       | 7.51% (+1.90%)       | 7.67% (+4.13%)       |
| 0x7cbc8ee27ffdba230dd316160ea01d565f17aacb.sol | 8.35%                | 8.47% (+1.38%)       | 8.02% (-4.01%)       | 8.42% (+0.82%)       |
| 0xc0e0c1dba795bfe7c4aa302a189423460cca57ad.sol | 5.34%                | 5.43% (+1.62%)       | 5.31% (-0.60%)       | 5.68% (+6.34%)       |
| 0x8c15ef5b4b21951d50e53e4fbda8298ffad25057.sol | 6.90%                | 6.84% (-0.89%)       | 7.09% (+2.72%)       | 7.27% (+5.29%)       |
| 0x539efe69bcdd21a83efd9122571a64cc25e0282b.sol | 8.09%                | 8.62% (+6.50%)       | 8.55% (+5.61%)       | 8.71% (+7.64%)       |
| 0x4e53ff445f80b349ca6af3dd735c5f07a7c8927a.sol | 6.43%                | 6.73% (+4.73%)       | 6.66% (+3.67%)       | 6.64% (+3.35%)       |
| 0x9f949124e2a23492005a9bb937acb29bda2cab9e.sol | 8.66%                | 8.74% (+0.93%)       | 8.85% (+2.12%)       | 9.07% (+4.68%)       |
| 0x90335e6f8cf5b4b3cc28217b6b2ece290439e492.sol | 8.77%                | 9.21% (+4.93%)       | 9.26% (+5.54%)       | 9.14% (+4.11%)       |
| 0x0778cc2e8bbad3d483e82371606d100cc8604522.sol | 9.07%                | 9.08% (+0.13%)       | 9.09% (+0.26%)       | 9.05% (-0.25%)       |
| 0xc9c4d9ec2b44b241361707679d3db0876ac10ca6.sol | 8.53%                | 8.51% (-0.25%)       | 8.25% (-3.21%)       | 8.61% (+0.94%)       |
| 0x81e74a3ea4bab2277aa3b941e9d9f37b08ac5374.sol | 5.69%                | 5.55% (-2.53%)       | 5.58% (-1.91%)       | 5.69% (-0.06%)       |
| 0x1530df3e1c69501d4ecb7e58eb045b90de158873.sol | 5.25%                | 5.63% (+7.13%)       | 5.45% (+3.72%)       | 5.58% (+6.19%)       |
| 0xeb72f169016fec42b63ae5e87207f0fb274408c7.sol | 8.83%                | 9.04% (+2.34%)       | 9.06% (+2.65%)       | 9.30% (+5.36%)       |
| 0xe1fd7cb1a330c48cc0a09d31f0786b61bfc43f71.sol | 7.98%                | 7.46% (-6.54%)       | 7.30% (-8.45%)       | 7.52% (-5.72%)       |
| 0xd559f20296ff4895da39b5bd9add54b442596a61.sol | 7.56%                | 7.26% (-4.00%)       | 7.50% (-0.81%)       | 7.65% (+1.23%)       |
| 0xaf2dc9d375d3de6535d8c8aa2096371b8d5df8fd.sol | 6.39%                | 6.65% (+4.14%)       | 6.81% (+6.62%)       | 6.74% (+5.59%)       |
| 0x0835ecd15ddf08d4786304d71b4672dc5c40f011.sol | 4.07%                | 3.95% (-3.04%)       | 4.63% (+13.85%)      | 4.78% (+17.51%)      |
| 0xc77b230f31b517f1ef362e59c173c2be6540b5e8.sol | 8.19%                | 7.39% (-9.70%)       | 8.45% (+3.21%)       | 8.93% (+9.11%)       |
| 0xae353daeed8dcc7a9a12027f7e070c0a50b7b6a4.sol | 6.28%                | 6.83% (+8.85%)       | 7.24% (+15.37%)      | 7.44% (+18.52%)      |
| 0x7d3b3b1aef60bf891bc2ad3c202f791707f0645c.sol | 6.43%                | 6.61% (+2.81%)       | 6.47% (+0.60%)       | 6.79% (+5.49%)       |
| 0x4cf488387f035ff08c371515562cba712f9015d4.sol | 8.34%                | 8.53% (+2.39%)       | 8.34% (+0.03%)       | 8.84% (+6.11%)       |
| 0x9bbb9387c9e2477a6b5d81afece00255875c48ce.sol | 4.82%                | 5.09% (+5.54%)       | 5.12% (+6.29%)       | 4.87% (+1.00%)       |
| 0x636991bf69febcdd9eb1a58e11021d33d40c5660.sol | 5.33%                | 5.38% (+0.86%)       | 5.44% (+1.97%)       | 5.60% (+4.98%)       |
| 0x781fb4f25d07de3f3cfe2476645e52e0c661eefc.sol | 6.64%                | 6.83% (+2.82%)       | 6.90% (+3.87%)       | 7.13% (+7.31%)       |
| 0xdf6ef343350780bf8c3410bf062e0c015b1dd671.sol | 6.22%                | 6.17% (-0.81%)       | 6.31% (+1.55%)       | 6.65% (+6.96%)       |
| 0x08d32b0da63e2c3bcf8019c9c5d849d7a9d791e6.sol | 6.16%                | 6.29% (+2.19%)       | 6.37% (+3.37%)       | 6.63% (+7.64%)       |
| 0x04de23e912cec433eabf3260ecc71cfd1f9d328f.sol | 8.22%                | 8.42% (+2.45%)       | 8.29% (+0.88%)       | 8.35% (+1.67%)       |
| 0xd8d48e52f39ab2d169c8b562c53589e6c71ac4d3.sol | 4.57%                | 4.67% (+2.25%)       | 4.69% (+2.65%)       | 4.90% (+7.16%)       |
| 0x264dc2dedcdcbb897561a57cba5085ca416fb7b4.sol | 8.79%                | 8.92% (+1.49%)       | 9.47% (+7.67%)       | 9.54% (+8.49%)       |
| 0x3cc83c2400e00a54fa1e588d62bc28bf15d5def5.sol | 6.07%                | 6.77% (+11.47%)      | 7.02% (+15.56%)      | 7.11% (+17.16%)      |
| 0xf34839b310097fcb4cf3a302dda8cc9b57501083.sol | 6.46%                | 6.77% (+4.81%)       | 6.68% (+3.40%)       | 6.83% (+5.68%)       |
| 0xbd65f6f9f9f87af2a677709e132debc3f242671d.sol | 6.39%                | 6.56% (+2.70%)       | 6.70% (+4.99%)       | 6.65% (+4.07%)       |
| 0x59335080522fa941bcbdb6e15a6f2ee5a455dc5a.sol | 6.61%                | 6.73% (+1.78%)       | 6.59% (-0.21%)       | 6.85% (+3.61%)       |
| 0xbf8be431aa8d8b2f58b6f0727c25a67b41beaaf8.sol | 6.42%                | 6.20% (-3.50%)       | 6.41% (-0.27%)       | 6.45% (+0.34%)       |
| 0xd4e26b4e8e9881e8905315aba189b694f2307757.sol | 7.84%                | 8.21% (+4.70%)       | 8.36% (+6.63%)       | 8.37% (+6.78%)       |
| 0x08b67e38b4ecc788eb0cfbab72074c374ecddbf3.sol | 5.54%                | 5.95% (+7.38%)       | 6.30% (+13.70%)      | 5.95% (+7.36%)       |
| 0xe12128d653b62f08fbed56bdeb65db729b6691c3.sol | 8.53%                | 8.63% (+1.14%)       | 8.70% (+1.97%)       | 8.56% (+0.31%)       |
| 0x984c134a8809571993fd1573fb99f06dc61e216f.sol | 6.12%                | 6.21% (+1.46%)       | 6.35% (+3.85%)       | 6.46% (+5.57%)       |
| 0x6531f133e6deebe7f2dce5a0441aa7ef330b4e53.sol | 6.57%                | 6.62% (+0.79%)       | 6.78% (+3.14%)       | 6.62% (+0.83%)       |
| 0x48c1b2f3efa85fbafb2ab951bf4ba860a08cdbb7.sol | 0.00%                | 0.00% (0.00%)        | 0.00% (0.00%)        | 0.00% (0.00%)        |
| 0xffa93aacf49297d51e211817452839052fdfb961.sol | 7.57%                | 8.39% (+10.93%)      | 8.30% (+9.75%)       | 8.25% (+9.08%)       |
| 0xfa7c200d0c1e6f0117ffc7b2f2485c53fd4c1ac4.sol | 5.92%                | 6.13% (+3.56%)       | 6.17% (+4.23%)       | 6.39% (+7.91%)       |
| 0xf93be1f6c7336e78f4a3859a9d01f44595a82ab4.sol | 6.47%                | 6.38% (-1.44%)       | 6.52% (+0.74%)       | 6.42% (-0.80%)       |
| 0xbb1f24c0c1554b9990222f036b0aad6ee4caec29.sol | 6.73%                | 6.59% (-2.08%)       | 6.47% (-3.78%)       | 6.75% (+0.38%)       |
| 0x4c0fbe1bb46612915e7967d2c3213cd4d87257ad.sol | 6.59%                | 6.72% (+1.97%)       | 6.69% (+1.64%)       | 6.77% (+2.79%)       |
| 0x953e22945b416730bad05009af05b420e598e412.sol | 6.96%                | 6.91% (-0.76%)       | 6.89% (-1.01%)       | 6.70% (-3.69%)       |
| 0xa3646828ae28cefcfc175efa88ecaa72e5b48cf1.sol | 9.00%                | 7.73% (-14.04%)      | 8.86% (-1.48%)       | 8.77% (-2.54%)       |
| 0x6aeb95f06cda84ca345c2de0f3b7f96923a44f4c.sol | 6.21%                | 8.15% (+31.27%)      | 6.55% (+5.56%)       | 8.72% (+40.51%)      |
| 0xd1ceeeefa68a6af0a5f6046132d986066c7f9426.sol | 5.19%                | 6.79% (+30.91%)      | 5.53% (+6.67%)       | 1.66% (-68.00%)      |
| 0xbf2179859fc6d5bee9bf9158632dc51678a4100e.sol | 5.95%                | 6.06% (+1.84%)       | 6.16% (+3.51%)       | 6.04% (+1.51%)       |
| 0x80510e56e3f2ef63c07468be6cfb8ffe2468dcc8.sol | 5.20%                | 6.19% (+18.90%)      | 6.36% (+22.28%)      | 6.05% (+16.19%)      |
| 0x4f9254c83eb525f9fcf346490bbb3ed28a81c667.sol | 7.52%                | 7.53% (+0.12%)       | 7.29% (-3.04%)       | 8.03% (+6.86%)       |
| 0xe3c51fc064053ebc5a802e6f1d2897bf457c244f.sol | 8.24%                | 8.29% (+0.61%)       | 8.35% (+1.37%)       | 8.40% (+1.89%)       |
| 0x007ac2f589eb9d4fe1cea9f46b5f4f52dab73dd4.sol | 7.26%                | 7.40% (+1.93%)       | 7.45% (+2.65%)       | 7.91% (+8.97%)       |
| 0x814f67fa286f7572b041d041b1d99b432c9155ee.sol | 8.10%                | 8.58% (+5.83%)       | 8.67% (+6.93%)       | 8.55% (+5.44%)       |
| 0x96a65609a7b84e8842732deb08f56c3e21ac6f8a.sol | 5.01%                | 4.89% (-2.52%)       | 4.88% (-2.63%)       | 4.99% (-0.55%)       |
| 0x89cf87c35e69a9b84f7a3e50eaf54bfc3cabc377.sol | 4.63%                | 4.60% (-0.60%)       | 5.62% (+21.50%)      | 4.80% (+3.82%)       |
| 0xe50365f5d679cb98a1dd62d6f6e58e59321bcddf.sol | 7.74%                | 7.32% (-5.48%)       | 7.38% (-4.67%)       | 7.35% (-5.10%)       |
| 0x018d7d179350f1bb9853d04982820e37cce13a92.sol | 5.16%                | 5.27% (+2.00%)       | 5.20% (+0.77%)       | 5.49% (+6.27%)       |
| 0x2e98a6804e4b6c832ed0ca876a943abd3400b224.sol | 6.81%                | 7.60% (+11.57%)      | 7.28% (+6.86%)       | 7.48% (+9.89%)       |
| 0x0f612a09ead55bb81b6534e80ed5a21bf0a27b16.sol | 5.73%                | 5.91% (+3.17%)       | 6.49% (+13.30%)      | 6.70% (+16.89%)      |
| 0xb2089a7069861c8d90c8da3aacab8e9188c0c531.sol | 7.79%                | 8.04% (+3.24%)       | 7.80% (+0.16%)       | 8.05% (+3.31%)       |
| 0x115ec79f1de567ec68b7ae7eda501b406626478e.sol | 8.08%                | 8.40% (+3.95%)       | 7.51% (-7.00%)       | 7.67% (-5.03%)       |
| 0x4290563c2d7c255b5eec87f2d3bd10389f991d68.sol | 6.86%                | 6.70% (-2.33%)       | 6.82% (-0.54%)       | 6.92% (+0.95%)       |
| 0x2c4e8f2d746113d0696ce89b35f0d8bf88e0aeca.sol | 8.56%                | 8.53% (-0.34%)       | 8.84% (+3.30%)       | 9.28% (+8.42%)       |
| 0xb0ca787f8cf38f077e8201b05378da230a8b462f.sol | 7.23%                | 7.34% (+1.60%)       | 7.69% (+6.38%)       | 7.93% (+9.78%)       |
| 0x1c1c14a6b5074905ce5d367b0a7e098b58ebfd47.sol | 5.68%                | 5.78% (+1.72%)       | 5.85% (+2.86%)       | 5.86% (+3.10%)       |
| 0xdf2c7238198ad8b389666574f2d8bc411a4b7428.sol | 8.20%                | 8.49% (+3.61%)       | 8.40% (+2.54%)       | 8.21% (+0.15%)       |
| 0x34364bee11607b1963d66bca665fde93fca666a8.sol | 7.34%                | 7.75% (+5.58%)       | 7.60% (+3.48%)       | 7.71% (+4.98%)       |
| 0x8b0b3526b414ed5019049326544c07725a30da92.sol | 6.49%                | 6.64% (+2.30%)       | 6.66% (+2.57%)       | 6.65% (+2.41%)       |
| 0x867ffb5a3871b500f65bdfafe0136f9667deae06.sol | 5.75%                | 5.83% (+1.33%)       | 5.78% (+0.52%)       | 6.02% (+4.70%)       |
| 0xd2946be786f35c3cc402c29b323647abda799071.sol | 6.53%                | 6.10% (-6.62%)       | 5.85% (-10.49%)      | 6.02% (-7.82%)       |
| 0xf239fab41de78533fa974b74d7605f1e68f8772e.sol | 5.93%                | 5.77% (-2.67%)       | 6.10% (+2.77%)       | 6.36% (+7.18%)       |
| 0x088dfd01e4e279d9b9b89690dc1682c89fee1dcb.sol | 5.25%                | 5.33% (+1.54%)       | 5.60% (+6.61%)       | 5.50% (+4.77%)       |
| 0x43ee79e379e7b78d871100ed696e803e7893b644.sol | 8.16%                | 8.52% (+4.36%)       | 8.45% (+3.54%)       | 8.50% (+4.10%)       |
| 0x5a86568f9bbf7c31e30bf40f569762ca82ceb93c.sol | 5.32%                | 5.38% (+1.05%)       | 5.51% (+3.58%)       | 5.45% (+2.33%)       |
| 0x20f7a3ddf244dc9299975b4da1c39f8d5d75f05a.sol | 6.65%                | 6.94% (+4.30%)       | 7.05% (+6.05%)       | 7.40% (+11.21%)      |
| 0x816051e2203ca534c4336d8d6df71987fa3ae0bd.sol | 6.39%                | 6.43% (+0.56%)       | 6.64% (+3.86%)       | 6.68% (+4.61%)       |
| 0x9c0dc78196cccaf238607a1209e259a7dbdd2c30.sol | 7.85%                | 7.70% (-1.90%)       | 7.73% (-1.52%)       | 7.86% (+0.08%)       |
| 0x31f3d9d1bece0c033ff78fa6da60a6048f3e13c5.sol | 8.51%                | 8.09% (-4.90%)       | 8.64% (+1.51%)       | 8.19% (-3.77%)       |
| 0x7c84e62859d0715eb77d1b1c4154ecd6abb21bec.sol | 6.91%                | 6.94% (+0.36%)       | 7.15% (+3.40%)       | 7.16% (+3.57%)       |
| 0xcc7d26d8ea6281bb363c8448515f2c61f7bc19f0.sol | 9.20%                | 8.93% (-2.94%)       | 9.13% (-0.76%)       | 9.36% (+1.81%)       |
| 0x1844b21593262668b7248d0f57a220caaba46ab9.sol | 6.57%                | 6.71% (+2.07%)       | 6.57% (-0.04%)       | 6.69% (+1.83%)       |
| 0xf18432ef894ef4b2a5726f933718f5a8cf9ff831.sol | 7.23%                | 7.18% (-0.72%)       | 7.33% (+1.26%)       | 7.39% (+2.13%)       |
| 0xd6df5935cd03a768b7b9e92637a01b25e24cb709.sol | 6.26%                | 6.31% (+0.79%)       | 5.92% (-5.53%)       | 6.36% (+1.59%)       |
| 0x1234567461d3f8db7496581774bd869c83d51c93.sol | 7.11%                | 7.04% (-0.97%)       | 7.43% (+4.55%)       | 7.40% (+4.10%)       |
| 0x5972b6cf589f67b362a529433c012185fbae8cfc.sol | 5.21%                | 5.52% (+5.93%)       | 5.54% (+6.32%)       | 5.61% (+7.63%)       |
| 0x6bd50f3589916783b5366262d51700ee81d31b7e.sol | 5.38%                | 5.43% (+0.98%)       | 5.44% (+1.16%)       | 5.56% (+3.40%)       |
| 0xd6d62024d82b5bf4fe4a9e214991743d543f1673.sol | 5.15%                | 5.23% (+1.38%)       | 5.37% (+4.20%)       | 5.39% (+4.53%)       |
| 0x35223bc965dbd91b41ddf1f540e8c7e475853551.sol | 6.73%                | 6.35% (-5.61%)       | 6.74% (+0.17%)       | 6.34% (-5.83%)       |
| 0x029606e5ec44cad1346d6a1273a53b971fa93ad6.sol | 7.05%                | 7.14% (+1.33%)       | 7.22% (+2.35%)       | 7.38% (+4.62%)       |
| 0x1f88b2ef9ea3b29c90f559e645fc8cc2dc6f5b27.sol | 7.25%                | 7.69% (+6.07%)       | 7.53% (+3.90%)       | 7.70% (+6.21%)       |
| 0x3618516f45cd3c913f81f9987af41077932bc40d.sol | 8.01%                | 8.16% (+1.81%)       | 8.10% (+1.08%)       | 8.36% (+4.33%)       |
| 0x9d5b592b687c887a5a34df5f9207adb2c2db3aec.sol | 6.50%                | 6.42% (-1.23%)       | 6.45% (-0.75%)       | 6.73% (+3.44%)       |
| 0x867ffb5a3871b500f65bdfafe0136f9667deae06.sol | 5.75%                | 5.83% (+1.33%)       | 5.78% (+0.52%)       | 6.02% (+4.70%)       |
| 0xfe4455fd433ed3ca025ec7c43cb8686ed89826cd.sol | 7.61%                | 7.84% (+3.13%)       | 7.58% (-0.30%)       | 7.70% (+1.25%)       |
| 0x90335e6f8cf5b4b3cc28217b6b2ece290439e492.sol | 8.77%                | 9.21% (+4.93%)       | 9.26% (+5.54%)       | 9.14% (+4.11%)       |
| 0xc5903fe72a9530e4382187f729ccc050d7e89fae.sol | 4.98%                | 5.21% (+4.68%)       | 5.19% (+4.27%)       | 5.10% (+2.43%)       |
| 0xb562ec0261a9cb550a5fbcb46030088f1d6a53cf.sol | 5.22%                | 5.21% (-0.20%)       | 5.32% (+1.97%)       | 5.46% (+4.57%)       |
| 0x5102791ca02fc3595398400bfe0e33d7b6c82267.sol | 7.30%                | 6.90% (-5.57%)       | 6.96% (-4.63%)       | 7.01% (-4.06%)       |
| 0x70ab487ec48b4b9571d346348da0f10737d48a54.sol | 4.98%                | 5.21% (+4.59%)       | 5.18% (+4.08%)       | 5.44% (+9.23%)       |
| 0x589891a198195061cb8ad1a75357a3b7dbadd7bc.sol | 7.28%                | 7.37% (+1.25%)       | 7.34% (+0.86%)       | 6.74% (-7.38%)       |
| 0xfe73a07fa11ba0a8480159f405d35d0b55f826e8.sol | 10.12%               | 10.68% (+5.58%)      | 10.51% (+3.84%)      | 10.75% (+6.19%)      |
| 0xf9918ce795c6cdea4875a906512bbc15a7d61abd.sol | 6.96%                | 7.09% (+1.81%)       | 7.10% (+2.05%)       | 7.09% (+1.84%)       |
| 0x1f3f677ecc58f6a1f9e2cf410df4776a8546b5de.sol | 6.54%                | 6.13% (-6.28%)       | 6.96% (+6.48%)       | 6.17% (-5.56%)       |
| 0x2a3956fdced9a0f9ace46426e5cfaa0f1939247d.sol | 6.38%                | 6.35% (-0.44%)       | 6.65% (+4.29%)       | 6.17% (-3.22%)       |
| 0x4b04633ee658d83a24a91e3a1b244221800d89b4.sol | 8.32%                | 8.06% (-3.10%)       | 8.57% (+2.98%)       | 8.47% (+1.76%)       |
| 0xe2d82dc7da0e6f882e96846451f4fabcc8f90528.sol | 9.09%                | 9.09% (-0.03%)       | 9.24% (+1.69%)       | 9.39% (+3.32%)       |
| 0x12fd19dac0fab61bed5e0f09091b470c452d4d61.sol | 7.02%                | 6.87% (-2.09%)       | 6.81% (-2.93%)       | 7.00% (-0.20%)       |
